transaction_ref,amount,merchant_category,transaction_type,location,hour,day_of_week,is_weekend,transaction_date,is_fraud
TXN0000308,5971.48,grocery,debit,Multan,12,1,0,2024-01-07 10:00:00,0
TXN0000309,13235.46,online,transfer,Karachi,15,5,0,2024-01-07 10:30:00,0
TXN0000310,3592.43,grocery,withdrawal,Peshawar,8,5,1,2024-01-07 11:00:00,0
TXN0000311,5942.98,restaurant,transfer,Multan,19,4,0,2024-01-07 11:30:00,0
TXN0000312,8886.95,online,debit,Peshawar,13,5,0,2024-01-07 12:00:00,0
TXN0000313,56272.76,electronics,withdrawal,Islamabad,2,0,0,2024-01-07 12:30:00,1
TXN0000314,2600.56,grocery,debit,Karachi,12,2,1,2024-01-07 13:00:00,0
TXN0000315,21673.98,electronics,transfer,Peshawar,18,0,0,2024-01-07 13:30:00,0
TXN0000316,10285.36,atm,debit,Peshawar,12,1,1,2024-01-07 14:00:00,0
TXN0000317,6886.6,electronics,debit,Islamabad,9,0,0,2024-01-07 14:30:00,0
TXN0000318,8346.63,grocery,withdrawal,Multan,15,3,1,2024-01-07 15:00:00,0
TXN0000319,237.9,online,debit,Multan,9,3,0,2024-01-07 15:30:00,0
TXN0000320,7700.83,travel,transfer,Lahore,11,1,1,2024-01-07 16:00:00,0
TXN0000321,5698.78,grocery,debit,Lahore,19,0,0,2024-01-07 16:30:00,0
TXN0000322,6312.85,grocery,transfer,Multan,20,2,1,2024-01-07 17:00:00,0
TXN0000323,3563.1,atm,withdrawal,Quetta,12,1,1,2024-01-07 17:30:00,0
TXN0000324,679.88,healthcare,credit,Quetta,21,3,0,2024-01-07 18:00:00,0
TXN0000325,1718.82,grocery,credit,Peshawar,8,1,0,2024-01-07 18:30:00,0
TXN0000326,24085.91,atm,credit,Multan,13,0,1,2024-01-07 19:00:00,0
TXN0000327,4203.45,grocery,withdrawal,Lahore,9,0,1,2024-01-07 19:30:00,0
TXN0000328,5029.12,electronics,debit,Peshawar,21,0,0,2024-01-07 20:00:00,0
TXN0000329,433.2,online,credit,Karachi,12,4,1,2024-01-07 20:30:00,0
TXN0000330,306.32,electronics,debit,Lahore,13,0,0,2024-01-07 21:00:00,0
TXN0000331,10103.6,online,debit,Lahore,18,5,0,2024-01-07 21:30:00,0
TXN0000332,6179.16,restaurant,debit,Lahore,15,3,1,2024-01-07 22:00:00,0
TXN0000333,5685.7,restaurant,credit,Quetta,16,6,0,2024-01-07 22:30:00,0
TXN0000334,2228.45,grocery,transfer,Islamabad,20,3,1,2024-01-07 23:00:00,0
TXN0000335,10924.12,electronics,debit,Islamabad,19,4,0,2024-01-07 23:30:00,0
TXN0000336,1473.66,healthcare,credit,Quetta,13,3,0,2024-01-08 00:00:00,0
TXN0000337,1685.12,electronics,credit,Multan,12,3,0,2024-01-08 00:30:00,0
TXN0000338,4940.05,online,credit,Multan,19,1,0,2024-01-08 01:00:00,0
TXN0000339,2698.11,electronics,withdrawal,Quetta,11,6,0,2024-01-08 01:30:00,0
TXN0000340,2274.44,electronics,debit,Quetta,9,6,0,2024-01-08 02:00:00,0
TXN0000341,8290.46,grocery,debit,Multan,9,0,0,2024-01-08 02:30:00,0
TXN0000342,8420.82,restaurant,debit,Islamabad,14,5,0,2024-01-08 03:00:00,0
TXN0000343,13921.71,restaurant,transfer,Peshawar,12,5,0,2024-01-08 03:30:00,0
TXN0000344,4326.27,electronics,withdrawal,Quetta,14,1,0,2024-01-08 04:00:00,0
TXN0000345,607.15,atm,debit,Peshawar,20,5,0,2024-01-08 04:30:00,0
TXN0000346,2557.97,electronics,debit,Peshawar,18,1,0,2024-01-08 05:00:00,0
TXN0000347,31298.37,grocery,credit,Karachi,8,6,1,2024-01-08 05:30:00,0
TXN0000348,7255.85,atm,transfer,Islamabad,8,6,1,2024-01-08 06:00:00,0
TXN0000349,9895.75,online,credit,Peshawar,12,6,0,2024-01-08 06:30:00,0
TXN0000350,59.08,electronics,withdrawal,Islamabad,9,5,0,2024-01-08 07:00:00,0
TXN0000351,5841.9,electronics,transfer,Islamabad,15,3,1,2024-01-08 07:30:00,0
TXN0000352,306.01,healthcare,transfer,Karachi,21,6,0,2024-01-08 08:00:00,0
TXN0000353,6737.45,restaurant,credit,Multan,10,2,0,2024-01-08 08:30:00,0
TXN0000354,20283.29,atm,debit,Islamabad,8,0,0,2024-01-08 09:00:00,0
TXN0000355,27641.63,grocery,transfer,Peshawar,20,2,1,2024-01-08 09:30:00,0
TXN0000356,6221.85,atm,credit,Multan,9,3,0,2024-01-08 10:00:00,0
TXN0000357,4902.94,grocery,debit,Multan,17,4,1,2024-01-08 10:30:00,0
TXN0000358,23205.86,healthcare,debit,Lahore,17,1,1,2024-01-08 11:00:00,0
TXN0000359,8957.29,grocery,credit,Peshawar,14,5,0,2024-01-08 11:30:00,0
TXN0000360,536.81,electronics,credit,Peshawar,13,5,1,2024-01-08 12:00:00,0
TXN0000361,5014.77,travel,credit,Islamabad,19,3,1,2024-01-08 12:30:00,0
TXN0000362,2198.07,atm,debit,Peshawar,15,5,1,2024-01-08 13:00:00,0
TXN0000363,5076.07,atm,credit,Lahore,14,3,0,2024-01-08 13:30:00,0
TXN0000364,4862.59,electronics,debit,Islamabad,21,2,0,2024-01-08 14:00:00,0
TXN0000365,6980.96,online,transfer,Quetta,17,4,1,2024-01-08 14:30:00,0
TXN0000366,293383.85,atm,credit,Peshawar,23,1,0,2024-01-08 15:00:00,1
TXN0000367,1435.6,grocery,transfer,Peshawar,15,5,1,2024-01-08 15:30:00,0
TXN0000368,5604.91,atm,transfer,Karachi,10,4,0,2024-01-08 16:00:00,0
TXN0000369,14185.21,restaurant,transfer,Quetta,13,4,0,2024-01-08 16:30:00,0
TXN0000370,8725.44,grocery,transfer,Quetta,20,4,1,2024-01-08 17:00:00,0
TXN0000371,3304.36,grocery,credit,Lahore,14,0,0,2024-01-08 17:30:00,0
TXN0000372,21931.58,electronics,debit,Quetta,17,4,1,2024-01-08 18:00:00,0
TXN0000373,19462.24,grocery,transfer,Karachi,18,6,0,2024-01-08 18:30:00,0
TXN0000374,1879.18,travel,credit,Lahore,8,3,1,2024-01-08 19:00:00,0
TXN0000375,321.72,atm,credit,Quetta,8,0,0,2024-01-08 19:30:00,0
TXN0000376,10816.96,online,debit,Lahore,14,6,1,2024-01-08 20:00:00,0
TXN0000377,14063.98,grocery,withdrawal,Quetta,20,0,0,2024-01-08 20:30:00,0
TXN0000378,27502.37,online,debit,Quetta,18,4,0,2024-01-08 21:00:00,0
TXN0000379,17646.31,online,debit,Multan,20,5,1,2024-01-08 21:30:00,0
TXN0000380,7341.03,restaurant,withdrawal,Quetta,10,5,0,2024-01-08 22:00:00,0
TXN0000381,6041.07,grocery,transfer,Peshawar,10,5,1,2024-01-08 22:30:00,0
TXN0000382,225.89,online,debit,Quetta,12,5,0,2024-01-08 23:00:00,0
TXN0000383,2265.87,restaurant,withdrawal,Peshawar,18,3,1,2024-01-08 23:30:00,0
TXN0000384,4923.78,online,debit,Islamabad,13,5,1,2024-01-09 00:00:00,0
TXN0000385,7921.74,electronics,transfer,Multan,9,1,1,2024-01-09 00:30:00,0
TXN0000386,6518.03,grocery,credit,Karachi,10,4,1,2024-01-09 01:00:00,0
TXN0000387,10858.11,restaurant,credit,Lahore,13,0,1,2024-01-09 01:30:00,0
TXN0000388,2625.44,electronics,transfer,Lahore,10,1,1,2024-01-09 02:00:00,0
TXN0000389,6658.4,restaurant,debit,Islamabad,21,5,1,2024-01-09 02:30:00,0
TXN0000390,292270.51,atm,debit,Quetta,22,1,1,2024-01-09 03:00:00,1
TXN0000391,4270.92,electronics,transfer,Karachi,16,0,0,2024-01-09 03:30:00,0
TXN0000392,11095.5,online,debit,Islamabad,19,5,0,2024-01-09 04:00:00,0
TXN0000393,9457.71,grocery,withdrawal,Islamabad,10,1,0,2024-01-09 04:30:00,0
TXN0000394,37372.82,electronics,credit,Lahore,19,3,0,2024-01-09 05:00:00,0
TXN0000395,2604.63,atm,debit,Peshawar,18,3,1,2024-01-09 05:30:00,0
TXN0000396,5516.26,online,transfer,Peshawar,20,4,1,2024-01-09 06:00:00,0
TXN0000397,3198.22,electronics,debit,Quetta,20,4,0,2024-01-09 06:30:00,0
TXN0000398,4647.17,atm,debit,Quetta,13,6,0,2024-01-09 07:00:00,0
TXN0000399,15556.5,grocery,credit,Islamabad,18,1,1,2024-01-09 07:30:00,0
TXN0000400,9221.4,travel,withdrawal,Quetta,12,0,0,2024-01-09 08:00:00,0
TXN0000401,17126.53,travel,credit,Peshawar,12,3,1,2024-01-09 08:30:00,0
TXN0000402,1820.34,electronics,debit,Karachi,18,2,0,2024-01-09 09:00:00,0
TXN0000403,16531.33,healthcare,credit,Lahore,21,4,1,2024-01-09 09:30:00,0
TXN0000404,492.98,online,debit,Peshawar,21,6,1,2024-01-09 10:00:00,0
TXN0000405,17556.97,online,debit,Multan,13,3,0,2024-01-09 10:30:00,0
TXN0000406,3192.77,online,transfer,Quetta,13,6,0,2024-01-09 11:00:00,0
TXN0000407,3021.88,grocery,withdrawal,Lahore,8,5,1,2024-01-09 11:30:00,0
TXN0000408,5740.97,electronics,debit,Multan,18,1,0,2024-01-09 12:00:00,0
TXN0000409,22599.84,online,credit,Lahore,16,6,0,2024-01-09 12:30:00,0
TXN0000410,391.68,restaurant,withdrawal,Islamabad,12,3,1,2024-01-09 13:00:00,0
TXN0000411,3473.77,atm,debit,Quetta,8,3,0,2024-01-09 13:30:00,0
TXN0000412,15535.38,electronics,debit,Islamabad,15,1,0,2024-01-09 14:00:00,0
TXN0000413,4034.17,travel,withdrawal,Lahore,14,4,1,2024-01-09 14:30:00,0
TXN0000414,1776.72,grocery,transfer,Islamabad,14,4,1,2024-01-09 15:00:00,0
TXN0000415,4424.22,grocery,debit,Quetta,21,2,1,2024-01-09 15:30:00,0
TXN0000416,3896.25,travel,debit,Peshawar,12,2,0,2024-01-09 16:00:00,0
TXN0000417,19760.1,online,debit,Karachi,8,4,1,2024-01-09 16:30:00,0
TXN0000418,11481.67,electronics,credit,Multan,16,4,0,2024-01-09 17:00:00,0
TXN0000419,5627.45,online,transfer,Peshawar,18,6,0,2024-01-09 17:30:00,0
TXN0000420,35633.73,atm,credit,Lahore,16,4,0,2024-01-09 18:00:00,0
TXN0000421,5008.06,electronics,credit,Peshawar,15,4,0,2024-01-09 18:30:00,0
TXN0000422,480.02,atm,debit,Islamabad,12,3,1,2024-01-09 19:00:00,0
TXN0000423,2433.47,grocery,debit,Quetta,21,2,0,2024-01-09 19:30:00,0
TXN0000424,4582.61,online,debit,Peshawar,10,1,0,2024-01-09 20:00:00,0
TXN0000425,1365.38,atm,transfer,Peshawar,15,0,0,2024-01-09 20:30:00,0
TXN0000426,23585.47,online,credit,Quetta,8,1,1,2024-01-09 21:00:00,0
TXN0000427,11648.55,restaurant,debit,Islamabad,10,5,1,2024-01-09 21:30:00,0
TXN0000428,2498.94,grocery,credit,Karachi,19,0,1,2024-01-09 22:00:00,0
TXN0000429,7148.5,online,transfer,Peshawar,18,3,0,2024-01-09 22:30:00,0
TXN0000430,10225.24,online,credit,Multan,14,5,0,2024-01-09 23:00:00,0
TXN0000431,22679.65,online,debit,Lahore,21,2,1,2024-01-09 23:30:00,0
TXN0000432,17071.88,atm,debit,Islamabad,11,0,1,2024-01-10 00:00:00,0
TXN0000433,5792.02,atm,debit,Islamabad,14,4,0,2024-01-10 00:30:00,0
TXN0000434,11920.9,atm,transfer,Peshawar,19,5,1,2024-01-10 01:00:00,0
TXN0000435,6606.94,electronics,credit,Multan,18,3,0,2024-01-10 01:30:00,0
TXN0000436,6436.28,electronics,transfer,Quetta,20,0,1,2024-01-10 02:00:00,0
TXN0000437,975.01,online,transfer,Peshawar,21,4,0,2024-01-10 02:30:00,0
TXN0000438,1078.66,online,withdrawal,Peshawar,12,5,0,2024-01-10 03:00:00,0
TXN0000439,6032.25,healthcare,debit,Quetta,13,3,0,2024-01-10 03:30:00,0
TXN0000440,2505.22,grocery,debit,Lahore,21,5,1,2024-01-10 04:00:00,0
TXN0000441,445758.1,electronics,credit,Quetta,0,0,1,2024-01-10 04:30:00,1
TXN0000442,10265.26,online,debit,Peshawar,20,4,0,2024-01-10 05:00:00,0
TXN0000443,264.21,restaurant,transfer,Karachi,17,2,1,2024-01-10 05:30:00,0
TXN0000444,7236.42,restaurant,transfer,Quetta,19,6,0,2024-01-10 06:00:00,0
TXN0000445,6198.22,electronics,transfer,Lahore,14,3,1,2024-01-10 06:30:00,0
TXN0000446,653310.54,grocery,debit,Quetta,2,0,1,2024-01-10 07:00:00,1
TXN0000447,5296.49,travel,debit,Quetta,14,4,0,2024-01-10 07:30:00,0
TXN0000448,525.71,electronics,debit,Islamabad,18,2,1,2024-01-10 08:00:00,0
TXN0000449,6418.13,healthcare,transfer,Islamabad,20,5,1,2024-01-10 08:30:00,0
TXN0000450,14715.65,travel,debit,Peshawar,20,4,0,2024-01-10 09:00:00,0
TXN0000451,46081.01,electronics,debit,Peshawar,14,6,0,2024-01-10 09:30:00,0
TXN0000452,4501.77,electronics,debit,Quetta,10,2,0,2024-01-10 10:00:00,0
TXN0000453,3088.82,electronics,withdrawal,Karachi,19,0,0,2024-01-10 10:30:00,0
TXN0000454,18971.48,atm,transfer,Multan,10,4,1,2024-01-10 11:00:00,0
TXN0000455,1698.05,grocery,withdrawal,Peshawar,14,6,1,2024-01-10 11:30:00,0
TXN0000456,7645.01,electronics,transfer,Quetta,21,4,0,2024-01-10 12:00:00,0
TXN0000457,4163.16,healthcare,credit,Quetta,9,1,1,2024-01-10 12:30:00,0
TXN0000458,335.6,grocery,debit,Multan,21,3,0,2024-01-10 13:00:00,0
TXN0000459,3412.96,atm,debit,Quetta,9,4,0,2024-01-10 13:30:00,0
TXN0000460,2465.57,electronics,credit,Multan,10,6,0,2024-01-10 14:00:00,0
TXN0000461,9269.22,online,transfer,Multan,21,2,1,2024-01-10 14:30:00,0
TXN0000462,23774.64,grocery,debit,Quetta,11,3,1,2024-01-10 15:00:00,0
TXN0000463,2496.31,electronics,debit,Quetta,13,0,1,2024-01-10 15:30:00,0
TXN0000464,184517.01,online,credit,Islamabad,23,6,0,2024-01-10 16:00:00,1
TXN0000465,455.61,grocery,debit,Multan,15,3,0,2024-01-10 16:30:00,0
TXN0000466,6179.62,online,credit,Lahore,17,1,1,2024-01-10 17:00:00,0
TXN0000467,585.3,grocery,debit,Multan,17,0,1,2024-01-10 17:30:00,0
TXN0000468,21748.8,online,debit,Lahore,14,4,1,2024-01-10 18:00:00,0
TXN0000469,177296.32,restaurant,debit,Quetta,1,6,1,2024-01-10 18:30:00,1
TXN0000470,8582.38,grocery,credit,Peshawar,9,5,0,2024-01-10 19:00:00,0
TXN0000471,634326.94,grocery,credit,Karachi,23,0,1,2024-01-10 19:30:00,1
TXN0000472,8342.09,atm,debit,Quetta,11,6,1,2024-01-10 20:00:00,0
TXN0000473,27775.81,online,transfer,Karachi,13,0,0,2024-01-10 20:30:00,0
TXN0000474,10012.93,grocery,debit,Islamabad,10,1,1,2024-01-10 21:00:00,0
TXN0000475,652108.2,travel,debit,Lahore,23,2,1,2024-01-10 21:30:00,1
TXN0000476,5824.09,grocery,credit,Islamabad,12,0,1,2024-01-10 22:00:00,0
TXN0000477,996.02,grocery,debit,Peshawar,12,6,0,2024-01-10 22:30:00,0
TXN0000478,416371.72,restaurant,credit,Peshawar,1,2,0,2024-01-10 23:00:00,1
TXN0000479,1085.39,atm,withdrawal,Multan,15,3,1,2024-01-10 23:30:00,0
TXN0000480,7181.59,online,transfer,Quetta,12,5,0,2024-01-11 00:00:00,0
TXN0000481,5269.86,grocery,credit,Multan,18,1,1,2024-01-11 00:30:00,0
TXN0000482,7795.08,grocery,credit,Peshawar,9,4,1,2024-01-11 01:00:00,0
TXN0000483,80.78,restaurant,debit,Peshawar,14,6,0,2024-01-11 01:30:00,0
TXN0000484,1733.72,grocery,credit,Multan,20,6,1,2024-01-11 02:00:00,0
TXN0000485,5407.65,electronics,debit,Islamabad,16,6,0,2024-01-11 02:30:00,0
TXN0000486,24046.84,electronics,withdrawal,Karachi,16,0,0,2024-01-11 03:00:00,0
TXN0000487,3870.99,online,debit,Lahore,8,5,0,2024-01-11 03:30:00,0
TXN0000488,4418.35,electronics,credit,Peshawar,14,5,1,2024-01-11 04:00:00,0
TXN0000489,10033.6,electronics,withdrawal,Multan,16,2,1,2024-01-11 04:30:00,0
TXN0000490,7406.54,restaurant,transfer,Peshawar,13,0,1,2024-01-11 05:00:00,0
TXN0000491,2841.14,online,withdrawal,Islamabad,8,6,1,2024-01-11 05:30:00,0
TXN0000492,4232.14,grocery,credit,Lahore,9,5,0,2024-01-11 06:00:00,0
TXN0000493,1964.13,atm,debit,Islamabad,11,6,1,2024-01-11 06:30:00,0
TXN0000494,27056.21,grocery,transfer,Karachi,21,6,1,2024-01-11 07:00:00,0
TXN0000495,1119.93,travel,debit,Islamabad,11,6,0,2024-01-11 07:30:00,0
TXN0000496,3719.64,online,debit,Lahore,9,1,0,2024-01-11 08:00:00,0
TXN0000497,209.43,electronics,transfer,Lahore,15,4,1,2024-01-11 08:30:00,0
TXN0000498,197490.19,electronics,credit,Peshawar,23,3,0,2024-01-11 09:00:00,1
TXN0000499,603069.56,atm,transfer,Karachi,23,3,1,2024-01-11 09:30:00,1
TXN0000500,1796.91,restaurant,withdrawal,Quetta,21,2,1,2024-01-11 10:00:00,0
TXN0000501,667.6,online,transfer,Peshawar,11,5,0,2024-01-11 10:30:00,0
TXN0000502,5146.53,grocery,debit,Multan,16,3,0,2024-01-11 11:00:00,0
TXN0000503,80.15,electronics,transfer,Islamabad,17,2,1,2024-01-11 11:30:00,0
TXN0000504,708.61,electronics,transfer,Islamabad,8,4,1,2024-01-11 12:00:00,0
TXN0000505,13186.51,electronics,withdrawal,Lahore,15,6,1,2024-01-11 12:30:00,0
TXN0000506,11808.82,travel,debit,Multan,19,0,1,2024-01-11 13:00:00,0
TXN0000507,19733.91,online,debit,Lahore,21,1,1,2024-01-11 13:30:00,0
TXN0000508,15421.48,grocery,transfer,Multan,12,4,0,2024-01-11 14:00:00,0
TXN0000509,9195.26,electronics,debit,Lahore,14,4,1,2024-01-11 14:30:00,0
TXN0000510,430.02,online,credit,Quetta,15,3,0,2024-01-11 15:00:00,0
TXN0000511,12217.28,electronics,debit,Quetta,12,3,0,2024-01-11 15:30:00,0
TXN0000512,14941.05,healthcare,credit,Peshawar,15,1,0,2024-01-11 16:00:00,0
TXN0000513,12838.87,travel,transfer,Quetta,17,0,1,2024-01-11 16:30:00,0
TXN0000514,5682.01,restaurant,debit,Multan,18,4,1,2024-01-11 17:00:00,0
TXN0000515,2121.12,restaurant,transfer,Lahore,15,5,0,2024-01-11 17:30:00,0
TXN0000516,14931.69,atm,debit,Multan,16,3,0,2024-01-11 18:00:00,0
TXN0000517,10391.04,grocery,debit,Peshawar,9,4,0,2024-01-11 18:30:00,0
TXN0000518,103276.17,restaurant,debit,Peshawar,0,0,0,2024-01-11 19:00:00,1
TXN0000519,1353.91,grocery,transfer,Karachi,8,2,0,2024-01-11 19:30:00,0
TXN0000520,2046.0,grocery,debit,Quetta,11,0,1,2024-01-11 20:00:00,0
TXN0000521,1904.01,travel,credit,Islamabad,12,4,0,2024-01-11 20:30:00,0
TXN0000522,251421.63,grocery,transfer,Islamabad,2,4,1,2024-01-11 21:00:00,1
TXN0000523,1655.28,grocery,transfer,Karachi,8,1,0,2024-01-11 21:30:00,0
TXN0000524,551.88,electronics,credit,Lahore,15,4,0,2024-01-11 22:00:00,0
TXN0000525,52349.38,grocery,credit,Karachi,9,3,1,2024-01-11 22:30:00,0
TXN0000526,201.04,online,debit,Lahore,8,5,1,2024-01-11 23:00:00,0
TXN0000527,14426.32,grocery,credit,Quetta,9,1,0,2024-01-11 23:30:00,0
TXN0000528,3637.67,online,debit,Quetta,20,4,1,2024-01-12 00:00:00,0
TXN0000529,14741.84,healthcare,transfer,Peshawar,12,0,1,2024-01-12 00:30:00,0
TXN0000530,6470.63,travel,transfer,Peshawar,16,4,0,2024-01-12 01:00:00,0
TXN0000531,648719.9,online,debit,Peshawar,3,0,0,2024-01-12 01:30:00,1
TXN0000532,294690.44,healthcare,credit,Peshawar,2,0,0,2024-01-12 02:00:00,1
TXN0000533,73.12,grocery,withdrawal,Islamabad,9,4,1,2024-01-12 02:30:00,0
TXN0000534,627.26,travel,debit,Peshawar,10,0,0,2024-01-12 03:00:00,0
TXN0000535,2305.28,restaurant,transfer,Peshawar,14,5,0,2024-01-12 03:30:00,0
TXN0000536,8852.72,restaurant,debit,Peshawar,18,2,1,2024-01-12 04:00:00,0
TXN0000537,17533.52,online,credit,Lahore,10,1,0,2024-01-12 04:30:00,0
TXN0000538,4928.63,grocery,transfer,Multan,8,4,1,2024-01-12 05:00:00,0
TXN0000539,7471.02,restaurant,credit,Peshawar,21,6,1,2024-01-12 05:30:00,0
TXN0000540,1670.97,grocery,credit,Karachi,21,2,0,2024-01-12 06:00:00,0
TXN0000541,13076.69,electronics,withdrawal,Peshawar,21,0,1,2024-01-12 06:30:00,0
TXN0000542,27369.92,electronics,transfer,Peshawar,13,0,1,2024-01-12 07:00:00,0
TXN0000543,2502.35,travel,transfer,Islamabad,10,1,0,2024-01-12 07:30:00,0
TXN0000544,5462.82,atm,credit,Multan,8,2,1,2024-01-12 08:00:00,0
TXN0000545,720.41,atm,credit,Peshawar,21,2,0,2024-01-12 08:30:00,0
TXN0000546,6552.16,atm,transfer,Multan,20,4,0,2024-01-12 09:00:00,0
TXN0000547,5589.84,grocery,withdrawal,Lahore,11,0,0,2024-01-12 09:30:00,0
TXN0000548,1247.96,online,transfer,Quetta,20,6,0,2024-01-12 10:00:00,0
TXN0000549,4668.12,atm,transfer,Multan,8,3,0,2024-01-12 10:30:00,0
TXN0000550,3252.98,travel,debit,Multan,8,6,1,2024-01-12 11:00:00,0
TXN0000551,5902.33,restaurant,transfer,Peshawar,19,4,1,2024-01-12 11:30:00,0
TXN0000552,7048.44,atm,transfer,Peshawar,9,4,1,2024-01-12 12:00:00,0
TXN0000553,68.25,online,transfer,Peshawar,17,4,0,2024-01-12 12:30:00,0
TXN0000554,11450.53,grocery,debit,Islamabad,15,1,0,2024-01-12 13:00:00,0
TXN0000555,9986.58,online,withdrawal,Quetta,9,1,0,2024-01-12 13:30:00,0
TXN0000556,3649.27,restaurant,debit,Islamabad,18,4,0,2024-01-12 14:00:00,0
TXN0000557,435.11,electronics,debit,Islamabad,9,5,1,2024-01-12 14:30:00,0
TXN0000558,11249.77,atm,transfer,Islamabad,18,3,1,2024-01-12 15:00:00,0
TXN0000559,24839.94,electronics,transfer,Lahore,18,2,0,2024-01-12 15:30:00,0
TXN0000560,2197.09,online,debit,Quetta,17,2,0,2024-01-12 16:00:00,0
TXN0000561,3126.87,online,transfer,Lahore,17,0,0,2024-01-12 16:30:00,0
TXN0000562,1624.89,online,debit,Lahore,15,2,1,2024-01-12 17:00:00,0
TXN0000563,6881.86,restaurant,debit,Quetta,19,6,1,2024-01-12 17:30:00,0
TXN0000564,1345.85,grocery,debit,Lahore,13,2,0,2024-01-12 18:00:00,0
TXN0000565,3522.86,electronics,transfer,Quetta,19,3,0,2024-01-12 18:30:00,0
TXN0000566,9552.52,atm,debit,Multan,18,2,1,2024-01-12 19:00:00,0
TXN0000567,6569.95,grocery,debit,Multan,11,6,1,2024-01-12 19:30:00,0
TXN0000568,3908.11,travel,transfer,Peshawar,10,3,0,2024-01-12 20:00:00,0
TXN0000569,4361.26,grocery,credit,Islamabad,8,1,0,2024-01-12 20:30:00,0
TXN0000570,6606.32,grocery,transfer,Multan,18,3,0,2024-01-12 21:00:00,0
TXN0000571,47.06,online,transfer,Multan,10,1,1,2024-01-12 21:30:00,0
TXN0000572,654.11,atm,transfer,Lahore,19,3,0,2024-01-12 22:00:00,0
TXN0000573,17046.42,grocery,debit,Quetta,21,4,1,2024-01-12 22:30:00,0
TXN0000574,648.63,grocery,credit,Karachi,16,6,0,2024-01-12 23:00:00,0
TXN0000575,9815.3,grocery,transfer,Lahore,12,5,0,2024-01-12 23:30:00,0
TXN0000576,20209.65,travel,debit,Lahore,20,1,0,2024-01-13 00:00:00,0
TXN0000577,2525.18,grocery,debit,Quetta,13,1,1,2024-01-13 00:30:00,0
TXN0000578,3702.53,travel,credit,Karachi,12,2,0,2024-01-13 01:00:00,0
TXN0000579,6731.72,atm,debit,Karachi,8,1,1,2024-01-13 01:30:00,0
TXN0000580,17076.86,online,withdrawal,Peshawar,17,3,0,2024-01-13 02:00:00,0
TXN0000581,678672.82,electronics,transfer,Lahore,22,4,1,2024-01-13 02:30:00,1
TXN0000582,10763.16,online,debit,Islamabad,11,4,0,2024-01-13 03:00:00,0
TXN0000583,724.82,restaurant,debit,Multan,10,2,1,2024-01-13 03:30:00,0
TXN0000584,8848.82,electronics,withdrawal,Lahore,18,3,0,2024-01-13 04:00:00,0
TXN0000585,4225.18,electronics,debit,Islamabad,15,3,1,2024-01-13 04:30:00,0
TXN0000586,5089.61,online,transfer,Islamabad,19,0,1,2024-01-13 05:00:00,0
TXN0000587,403.18,grocery,credit,Quetta,19,1,0,2024-01-13 05:30:00,0
TXN0000588,1696.27,online,transfer,Lahore,14,2,1,2024-01-13 06:00:00,0
TXN0000589,12504.77,atm,transfer,Quetta,18,4,1,2024-01-13 06:30:00,0
TXN0000590,4840.49,travel,debit,Peshawar,14,6,0,2024-01-13 07:00:00,0
TXN0000591,2872.42,online,debit,Islamabad,15,5,1,2024-01-13 07:30:00,0
TXN0000592,3876.31,online,credit,Karachi,21,0,0,2024-01-13 08:00:00,0
TXN0000593,15415.11,grocery,withdrawal,Islamabad,17,3,0,2024-01-13 08:30:00,0
TXN0000594,11058.39,grocery,debit,Peshawar,14,1,1,2024-01-13 09:00:00,0
TXN0000595,2543.1,restaurant,credit,Islamabad,17,4,1,2024-01-13 09:30:00,0
TXN0000596,999.99,restaurant,debit,Quetta,9,6,1,2024-01-13 10:00:00,0
TXN0000597,2322.8,atm,transfer,Lahore,11,0,1,2024-01-13 10:30:00,0
TXN0000598,20281.83,restaurant,transfer,Karachi,18,3,1,2024-01-13 11:00:00,0
TXN0000599,6970.33,electronics,debit,Quetta,13,4,0,2024-01-13 11:30:00,0
TXN0000600,6099.64,grocery,debit,Multan,10,4,0,2024-01-13 12:00:00,0
TXN0000601,7258.52,electronics,debit,Lahore,10,3,1,2024-01-13 12:30:00,0
TXN0000602,3646.01,grocery,credit,Karachi,13,3,1,2024-01-13 13:00:00,0
TXN0000603,13164.96,atm,credit,Peshawar,8,2,1,2024-01-13 13:30:00,0
TXN0000604,5926.71,healthcare,debit,Islamabad,21,4,1,2024-01-13 14:00:00,0
TXN0000605,993.16,atm,withdrawal,Karachi,8,3,1,2024-01-13 14:30:00,0
TXN0000606,1105.5,online,credit,Multan,12,5,0,2024-01-13 15:00:00,0
TXN0000607,6157.79,electronics,transfer,Peshawar,8,6,0,2024-01-13 15:30:00,0
TXN0000608,22062.57,grocery,debit,Lahore,17,6,0,2024-01-13 16:00:00,0
TXN0000609,2949.43,electronics,debit,Karachi,15,5,1,2024-01-13 16:30:00,0
TXN0000610,16293.58,online,credit,Peshawar,9,6,1,2024-01-13 17:00:00,0
TXN0000611,11554.63,travel,transfer,Lahore,13,0,1,2024-01-13 17:30:00,0
TXN0000612,2278.16,restaurant,credit,Quetta,17,6,0,2024-01-13 18:00:00,0
TXN0000613,296.14,restaurant,transfer,Islamabad,17,1,0,2024-01-13 18:30:00,0
TXN0000614,859.32,grocery,credit,Peshawar,12,6,0,2024-01-13 19:00:00,0
TXN0000615,10430.17,grocery,debit,Quetta,17,5,0,2024-01-13 19:30:00,0
