customer_number,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Gender,Exited
C001531,679,48,9,410337.67,2,1,1,85342.77,Peshawar,Female,0
C001532,430,52,3,233072.93,1,0,1,182550.52,Karachi,Male,0
C001533,603,31,10,299752.72,3,0,1,74259.73,Islamabad,Male,0
C001534,764,58,9,168113.64,2,0,0,336750.97,Karachi,Male,1
C001535,414,28,1,23020.2,2,1,1,314540.06,Islamabad,Female,0
C001536,727,53,10,185088.54,4,0,0,43542.65,Peshawar,Female,0
C001537,495,32,10,259143.19,1,1,1,310209.18,Lahore,Male,0
C001538,483,69,8,5843.3,2,0,1,331090.88,Lahore,Male,0
C001539,451,66,9,287145.02,3,0,1,379194.09,Peshawar,Male,0
C001540,838,49,10,446521.08,4,0,1,583255.85,Quetta,Female,0
C001541,391,25,4,108920.26,4,0,1,590307.76,Karachi,Male,0
C001542,716,69,4,463384.58,4,0,1,335080.41,Peshawar,Female,0
C001543,545,66,10,48804.26,1,0,0,513304.55,Karachi,Female,1
C001544,709,52,2,412718.18,2,1,0,87692.83,Karachi,Female,1
C001545,609,50,2,420162.18,1,1,0,337446.59,Islamabad,Female,0
C001546,448,54,0,128879.93,2,1,0,420184.03,Islamabad,Male,0
C001547,737,25,10,478921.7,4,1,0,356248.14,Islamabad,Female,0
C001548,414,68,4,208299.36,3,1,1,169203.76,Karachi,Male,1
C001549,646,47,2,70628.04,3,1,1,75088.47,Karachi,Male,0
C001550,776,52,10,295857.23,1,0,0,256534.8,Peshawar,Male,0
C001551,572,52,1,498307.35,4,0,1,402679.8,Karachi,Female,0
C001552,594,48,10,449645.77,2,0,1,595359.32,Karachi,Male,0
C001553,532,46,8,139301.41,1,1,1,172458.73,Islamabad,Female,0
C001554,752,69,9,288493.3,4,1,1,553962.35,Lahore,Male,0
C001555,498,57,5,57683.83,1,0,0,78226.38,Lahore,Female,1
C001556,791,70,2,230922.4,3,0,1,561353.99,Karachi,Male,1
C001557,763,52,6,261535.03,4,0,0,506125.39,Peshawar,Female,1
C001558,465,64,8,157639.15,1,0,0,51729.4,Quetta,Female,0
C001559,740,58,8,242093.54,2,1,1,206983.81,Karachi,Female,1
C001560,802,66,0,459969.23,3,0,1,68535.73,Lahore,Male,0
C001561,669,65,1,250068.82,2,1,1,597483.29,Karachi,Male,0
C001562,607,44,7,415495.16,1,1,0,279592.64,Islamabad,Female,1
C001563,720,56,10,158695.21,4,0,1,410817.17,Karachi,Male,0
C001564,800,25,0,485702.11,3,1,0,171146.72,Islamabad,Male,0
C001565,733,49,10,46731.62,2,1,1,562892.29,Lahore,Male,0
C001566,428,63,10,292793.32,2,0,0,193537.49,Lahore,Female,0
C001567,580,62,2,394943.9,4,1,0,185720.18,Peshawar,Male,1
C001568,706,63,10,407020.49,1,1,0,216176.05,Lahore,Male,0
C001569,468,34,6,99140.56,2,0,0,298993.93,Islamabad,Male,1
C001570,423,22,7,200822.94,1,0,0,50378.33,Lahore,Female,0
C001571,358,33,4,312098.09,1,0,0,374789.0,Karachi,Female,0
C001572,628,64,1,157941.35,1,0,0,57732.85,Lahore,Female,0
C001573,619,61,2,329148.01,4,0,1,341953.39,Lahore,Male,0
C001574,403,47,8,189390.34,1,1,0,296415.55,Lahore,Female,0
C001575,729,67,10,175433.16,3,0,1,175826.35,Islamabad,Male,0
C001576,394,67,9,54034.09,4,0,1,224670.09,Lahore,Male,0
C001577,574,44,6,19626.44,2,1,1,435169.49,Peshawar,Female,0
C001578,365,70,0,417636.9,4,1,0,45374.61,Lahore,Female,0
C001579,561,43,2,244772.25,2,1,0,217322.4,Karachi,Female,1
C001580,549,49,8,281436.57,3,0,1,420966.46,Karachi,Female,0
C001581,590,38,6,186110.51,1,0,0,125273.36,Peshawar,Male,0
C001582,451,27,1,68371.02,1,0,0,353815.97,Karachi,Male,1
C001583,831,35,5,224786.0,1,1,1,134602.44,Karachi,Male,0
C001584,444,71,8,114478.54,1,0,1,126666.65,Karachi,Female,0
C001585,714,38,3,418841.52,4,1,1,472476.85,Lahore,Female,0
C001586,534,59,9,493394.27,3,1,1,189254.2,Lahore,Male,1
C001587,485,26,1,444548.07,2,1,1,250430.71,Karachi,Female,1
C001588,374,34,2,264137.13,4,1,1,448810.12,Lahore,Male,1
C001589,774,69,6,314065.87,1,1,1,140530.98,Lahore,Male,0
C001590,667,30,3,474061.27,1,1,0,337772.73,Islamabad,Male,0
C001591,682,65,6,269340.97,1,0,0,553979.01,Islamabad,Female,0
C001592,751,63,4,319294.56,2,1,0,350143.02,Islamabad,Female,0
C001593,399,47,7,314614.75,2,0,1,67353.63,Lahore,Female,0
C001594,518,34,7,354060.58,4,1,0,370230.47,Karachi,Female,1
C001595,639,40,4,320142.55,3,1,1,90485.9,Islamabad,Female,0
C001596,449,69,6,335352.7,2,1,1,197989.74,Karachi,Female,0
C001597,719,38,10,362947.24,4,1,1,515818.06,Lahore,Male,0
C001598,430,37,5,404549.61,2,1,0,46198.71,Peshawar,Female,0
C001599,361,51,7,201527.48,4,1,1,83127.45,Quetta,Male,0
C001600,557,53,8,372916.99,1,1,1,243483.91,Peshawar,Female,0
C001601,426,35,4,50101.88,2,0,1,599661.69,Quetta,Female,1
C001602,424,69,6,438094.07,1,1,0,203443.79,Peshawar,Female,0
C001603,811,36,0,145022.15,3,0,0,128073.79,Islamabad,Male,0
C001604,519,33,10,201730.16,1,1,1,347676.39,Karachi,Male,0
C001605,660,58,7,401805.21,3,1,1,330782.81,Quetta,Male,0
C001606,697,32,2,318493.52,2,0,1,291786.97,Peshawar,Male,0
C001607,792,26,0,154313.99,3,0,0,570126.1,Karachi,Male,1
C001608,528,32,5,112699.56,1,1,1,196883.65,Lahore,Male,0
C001609,437,55,7,478857.22,2,0,1,204261.57,Karachi,Female,1
C001610,786,40,10,43888.18,4,1,0,118543.9,Quetta,Male,0
C001611,814,47,2,2167.55,2,0,0,430481.29,Lahore,Female,1
C001612,614,47,0,336467.45,4,0,0,219966.9,Karachi,Female,1
C001613,843,38,2,307237.21,1,0,0,489534.56,Karachi,Male,0
C001614,571,52,4,368806.98,2,0,0,584184.41,Quetta,Male,0
C001615,834,40,10,365816.92,4,0,0,64463.74,Lahore,Female,0
C001616,352,65,7,431629.56,1,1,1,596148.26,Lahore,Female,0
C001617,467,41,8,461054.3,3,0,0,182298.37,Lahore,Male,1
C001618,485,44,8,387512.29,4,0,0,275261.8,Karachi,Male,1
C001619,815,46,3,116146.4,3,0,1,475536.28,Karachi,Female,0
C001620,536,49,7,231748.09,2,1,1,412585.44,Lahore,Male,0
C001621,379,58,10,320857.62,4,1,1,475924.68,Lahore,Male,0
C001622,416,33,4,269682.63,1,0,0,301145.93,Lahore,Female,0
C001623,660,69,2,79448.76,1,1,0,552997.56,Lahore,Female,0
C001624,767,22,4,294636.52,3,1,0,482366.85,Karachi,Male,0
C001625,728,23,1,443264.32,1,1,0,213167.67,Peshawar,Female,0
C001626,648,31,10,209258.61,2,0,0,571148.92,Karachi,Female,0
C001627,761,55,10,334466.41,2,0,1,578190.35,Karachi,Female,0
C001628,770,53,10,307967.14,3,1,1,272429.99,Karachi,Male,0
C001629,566,46,5,188521.57,4,1,0,405097.87,Karachi,Male,0
C001630,507,31,0,282635.6,1,0,0,496270.38,Karachi,Male,0
C001631,420,71,5,105106.02,2,0,1,497688.4,Lahore,Male,0
C001632,667,22,4,273053.63,4,1,0,47909.19,Islamabad,Female,0
C001633,459,53,8,399414.8,2,0,1,392247.63,Karachi,Female,0
C001634,634,58,6,379473.88,2,1,1,585271.61,Lahore,Female,1
C001635,720,33,5,178977.27,4,0,1,169554.4,Peshawar,Male,0
C001636,607,70,10,56042.61,4,0,1,485540.96,Karachi,Female,1
C001637,439,39,6,399971.28,1,0,1,339178.67,Islamabad,Female,0
C001638,710,51,9,132519.54,3,0,1,164023.32,Karachi,Male,0
C001639,406,34,4,26521.88,3,1,1,68581.27,Karachi,Male,0
C001640,790,24,0,222596.48,2,0,1,465556.16,Lahore,Female,0
C001641,647,42,8,369735.26,3,0,0,217223.4,Karachi,Male,0
C001642,848,63,4,404246.67,2,0,1,250328.18,Peshawar,Male,0
C001643,398,35,3,491101.07,4,0,1,311729.39,Karachi,Male,0
C001644,534,61,5,94703.84,2,0,1,324029.15,Lahore,Female,0
C001645,548,31,4,146897.43,1,1,1,155463.92,Lahore,Male,0
C001646,367,23,0,304745.25,2,1,1,415559.51,Karachi,Female,0
C001647,547,66,1,405671.85,2,0,0,427822.39,Islamabad,Male,0
C001648,838,58,3,117037.51,1,1,1,119688.52,Lahore,Male,0
C001649,581,32,7,204957.23,1,0,0,338429.34,Islamabad,Female,0
C001650,376,22,4,204200.33,3,1,1,381185.24,Islamabad,Male,0
C001651,467,47,6,386468.37,4,0,1,144300.86,Karachi,Male,0
C001652,403,63,1,120466.1,4,0,0,540898.79,Lahore,Female,1
C001653,838,34,7,484379.28,1,1,0,310382.48,Karachi,Male,0
C001654,501,49,4,255231.91,4,0,1,104415.88,Karachi,Female,0
C001655,574,57,3,141033.42,2,0,1,227261.86,Karachi,Male,1
C001656,828,42,8,142142.03,4,0,0,307097.85,Quetta,Male,0
C001657,511,31,5,9149.99,1,0,0,45680.73,Lahore,Female,0
C001658,499,33,3,346215.45,4,0,1,57869.53,Karachi,Male,0
C001659,565,67,7,387974.15,1,1,0,71091.53,Karachi,Male,0
C001660,668,48,2,16213.89,3,1,0,341355.73,Karachi,Male,0
C001661,769,24,9,292967.27,1,1,0,228209.39,Karachi,Male,0
C001662,697,49,1,390836.33,2,1,0,540138.27,Lahore,Female,1
C001663,689,23,6,188120.02,2,0,0,353170.97,Karachi,Female,0
C001664,666,49,3,216370.79,2,0,1,465541.94,Karachi,Female,0
C001665,687,52,3,180812.45,1,1,1,424794.58,Islamabad,Male,0
C001666,391,64,9,157825.36,1,0,1,331379.61,Peshawar,Female,0
C001667,701,42,8,245570.86,2,1,1,457043.45,Lahore,Male,0
C001668,510,28,1,83050.33,4,0,1,345035.19,Islamabad,Female,0
C001669,423,71,0,220343.84,1,0,1,255855.53,Karachi,Female,1
C001670,742,52,6,470912.56,4,1,0,284050.71,Islamabad,Male,0
C001671,724,35,7,13701.05,3,1,0,509560.75,Karachi,Female,0
C001672,374,60,2,82371.71,3,1,0,355433.19,Islamabad,Female,1
C001673,746,60,1,388851.2,3,1,1,251285.84,Peshawar,Female,0
C001674,652,30,3,66028.54,3,1,0,140656.16,Islamabad,Female,0
C001675,591,44,1,135640.45,2,1,0,317400.39,Islamabad,Female,0
C001676,727,33,1,227419.46,1,1,0,181346.3,Lahore,Female,0
C001677,522,50,4,471581.13,3,0,0,575124.73,Karachi,Female,0
C001678,738,59,9,91750.59,2,1,0,314949.97,Lahore,Male,1
C001679,636,60,4,461542.3,3,1,1,45011.03,Lahore,Female,0
C001680,508,43,7,359262.26,1,1,1,92011.23,Karachi,Male,0
C001681,703,25,8,335572.46,3,0,0,199221.72,Lahore,Female,0
C001682,567,69,1,361771.26,3,0,0,91611.19,Islamabad,Female,0
C001683,804,28,0,15623.31,4,0,1,540618.85,Karachi,Female,0
C001684,774,61,2,49450.13,4,1,1,518436.88,Lahore,Female,0
C001685,464,29,5,167420.76,4,0,0,583682.44,Islamabad,Female,1
C001686,779,56,4,36983.77,4,1,0,435620.74,Karachi,Male,0
C001687,590,30,7,493794.85,3,1,1,401460.15,Lahore,Female,0
C001688,657,34,7,290206.1,3,0,1,557158.12,Quetta,Male,0
C001689,561,60,1,243671.84,4,1,0,569980.16,Peshawar,Female,0
C001690,712,41,8,392755.89,1,0,0,531393.19,Lahore,Male,0
C001691,435,42,3,488479.6,2,0,1,522424.79,Karachi,Female,0
C001692,482,68,0,477565.0,3,0,0,416153.82,Karachi,Male,0
C001693,617,40,1,396532.44,4,0,1,40899.33,Karachi,Male,0
C001694,626,23,10,188587.12,2,1,0,280529.55,Karachi,Male,0
C001695,614,65,5,32979.75,4,0,0,395971.15,Peshawar,Male,0
C001696,442,61,4,49188.49,4,0,1,346391.33,Quetta,Male,0
C001697,440,51,6,576.17,1,1,0,499830.91,Islamabad,Male,1
C001698,494,44,8,951.42,1,1,0,498585.27,Lahore,Female,1
C001699,709,61,5,468210.9,3,0,1,375261.93,Karachi,Male,0
C001700,501,34,5,463508.48,4,0,1,52316.67,Lahore,Female,0
C001701,504,54,1,333776.9,2,0,1,246824.77,Lahore,Female,0
C001702,485,53,6,363338.36,3,0,0,168137.29,Lahore,Male,1
C001703,602,49,1,256604.23,1,1,1,229721.34,Islamabad,Male,0
C001704,777,45,6,118921.13,3,0,1,385683.89,Islamabad,Female,0
C001705,667,63,7,457192.52,3,1,1,77218.67,Islamabad,Male,1
C001706,378,49,0,138845.73,4,1,1,52455.55,Lahore,Male,0
C001707,432,51,8,369835.63,2,1,0,284648.83,Islamabad,Female,0
C001708,679,62,7,122717.84,1,0,1,484401.35,Karachi,Female,0
C001709,757,50,8,435074.21,3,0,0,57191.2,Islamabad,Male,0
C001710,383,55,4,325619.72,3,1,0,515467.21,Karachi,Female,0
C001711,665,43,3,321347.51,4,0,1,254972.59,Karachi,Female,0
C001712,453,46,0,48683.62,3,1,1,106211.84,Karachi,Female,0
C001713,764,35,8,209734.45,2,1,1,357798.73,Karachi,Male,0
C001714,843,31,3,262454.25,4,0,0,573321.91,Quetta,Male,0
C001715,720,31,3,147018.14,1,0,1,343807.22,Lahore,Female,0
C001716,737,29,3,440487.31,3,1,1,424515.46,Peshawar,Male,0
C001717,582,35,1,418834.97,3,1,1,497195.92,Karachi,Female,0
C001718,586,66,10,246810.46,4,1,0,487630.47,Karachi,Male,0
C001719,572,59,3,170015.6,3,0,1,80946.49,Lahore,Male,0
C001720,742,53,1,400771.14,1,0,0,454957.43,Karachi,Female,0
C001721,439,66,7,98445.72,2,0,0,571691.76,Lahore,Male,0
C001722,682,53,6,35758.16,2,1,0,432365.25,Lahore,Male,0
C001723,726,24,10,22855.24,4,0,1,508408.02,Islamabad,Female,0
C001724,589,41,9,19341.63,3,1,1,311907.83,Lahore,Male,0
C001725,567,34,1,244444.33,4,1,0,218678.82,Lahore,Female,0
C001726,531,44,1,127656.82,4,0,1,418693.96,Karachi,Male,0
C001727,606,40,1,345187.56,4,1,0,315631.99,Islamabad,Male,0
C001728,581,37,0,326945.79,4,1,1,541361.76,Islamabad,Male,0
C001729,538,57,5,271010.0,4,1,1,585653.9,Lahore,Female,0
C001730,678,56,5,176421.64,3,0,1,499089.16,Karachi,Male,0
C001731,764,68,0,425228.12,2,1,0,595900.59,Lahore,Male,0
C001732,693,68,10,354851.38,2,1,1,235087.54,Peshawar,Female,0
C001733,604,71,0,135763.06,2,0,0,541623.01,Karachi,Female,0
C001734,394,28,5,250844.33,3,1,1,224762.83,Islamabad,Female,0
C001735,846,58,10,78135.6,3,0,1,106101.32,Lahore,Male,0
C001736,665,29,5,164388.15,4,0,1,387969.27,Lahore,Female,0
C001737,435,46,3,498570.09,2,1,1,294793.64,Quetta,Female,0
C001738,550,44,2,111922.11,4,1,0,556151.57,Lahore,Female,0
C001739,708,31,8,349151.18,2,0,0,315628.58,Islamabad,Female,0
C001740,692,51,5,119209.32,1,1,1,559474.24,Lahore,Female,0
C001741,561,54,0,469067.27,3,1,0,84034.97,Karachi,Female,1
C001742,468,32,2,155066.42,1,1,0,505086.63,Islamabad,Male,1
C001743,647,56,0,173344.54,2,1,0,465103.99,Peshawar,Female,0
C001744,818,48,2,296929.89,4,0,1,443187.83,Islamabad,Female,0
C001745,504,24,1,294055.89,3,0,1,238876.08,Karachi,Female,0
C001746,535,68,4,289538.19,3,1,1,478905.4,Karachi,Female,0
C001747,546,70,2,286627.33,4,0,1,310646.08,Lahore,Male,0
C001748,686,71,6,156093.45,1,0,0,440513.97,Lahore,Female,1
C001749,831,29,7,217205.11,1,0,0,349247.2,Karachi,Male,1
C001750,550,34,6,296716.72,1,1,1,128166.23,Karachi,Female,0
C001751,767,63,1,335635.06,1,0,1,76152.81,Islamabad,Male,0
C001752,615,24,9,126564.51,3,0,1,245064.52,Islamabad,Female,0
C001753,728,41,9,350737.53,2,0,0,562361.74,Islamabad,Female,0
C001754,585,67,6,461638.13,4,0,1,336651.61,Peshawar,Female,0
C001755,543,66,9,378963.85,2,0,1,489227.56,Karachi,Male,1
C001756,716,56,2,42116.4,2,1,1,362533.72,Peshawar,Male,0
C001757,374,34,6,234563.11,1,1,0,576426.96,Islamabad,Female,0
C001758,608,41,0,217631.92,2,0,1,246895.11,Quetta,Male,1
C001759,767,45,1,168251.66,1,1,0,71948.26,Karachi,Male,0
C001760,420,30,9,245660.07,1,0,1,477174.29,Karachi,Female,0
C001761,377,51,0,219816.89,2,1,1,435055.64,Islamabad,Male,1
C001762,742,46,8,3085.24,4,1,1,335419.25,Peshawar,Male,0
C001763,360,37,1,118277.64,2,1,0,222779.1,Islamabad,Female,0
C001764,698,29,1,106891.07,2,1,1,145428.48,Islamabad,Female,0
C001765,467,65,5,174629.77,3,1,0,310074.58,Lahore,Female,0
C001766,729,49,6,87228.37,1,1,1,413072.79,Islamabad,Female,0
C001767,557,33,1,33900.72,3,1,0,364176.4,Islamabad,Female,1
C001768,772,45,3,98306.43,4,0,1,284994.69,Islamabad,Male,0
C001769,442,70,2,427093.39,2,0,1,342228.89,Islamabad,Female,1
C001770,490,50,4,398519.67,3,0,0,100454.76,Karachi,Male,1
C001771,704,36,8,221048.1,3,0,0,429670.46,Islamabad,Male,0
C001772,360,39,1,438907.52,2,0,1,451183.38,Lahore,Male,0
C001773,640,28,4,116332.81,2,1,1,46413.46,Quetta,Female,0
C001774,588,34,7,292104.57,1,1,1,191490.95,Lahore,Female,0
C001775,613,40,5,71462.44,1,1,0,91585.44,Lahore,Male,0
C001776,612,69,3,416700.34,3,0,1,599009.99,Quetta,Male,1
C001777,418,64,9,65290.78,2,1,0,372271.99,Karachi,Female,1
C001778,419,26,7,15930.08,1,1,0,300813.33,Karachi,Male,1
C001779,534,47,2,136722.12,1,0,0,299280.57,Islamabad,Female,1
C001780,720,23,3,450467.54,4,0,1,580273.39,Karachi,Male,0
C001781,473,54,10,64728.54,3,1,1,409519.16,Karachi,Male,0
C001782,768,69,8,165335.13,3,1,1,134449.35,Peshawar,Male,0
C001783,571,58,4,158207.5,3,1,1,290968.94,Lahore,Male,0
C001784,360,46,5,400823.14,2,1,0,473550.23,Karachi,Female,0
C001785,515,46,10,210762.7,4,0,1,277076.04,Karachi,Female,0
C001786,440,60,1,305783.52,1,0,0,213338.72,Karachi,Male,0
C001787,597,51,8,202191.5,4,0,0,595081.0,Lahore,Female,0
C001788,690,62,7,275728.51,1,1,0,563956.8,Karachi,Female,0
C001789,811,25,6,31220.36,1,1,1,567273.81,Peshawar,Male,0
C001790,654,40,8,187014.72,4,0,1,113736.62,Lahore,Female,0
C001791,640,48,4,427552.92,3,1,1,171182.94,Karachi,Female,0
C001792,506,68,4,345533.78,2,1,0,287557.5,Karachi,Male,1
C001793,437,60,10,490914.52,4,0,0,505992.38,Lahore,Male,0
C001794,577,45,10,393959.77,3,0,1,452623.42,Karachi,Female,0
C001795,774,71,8,225754.86,3,1,0,515813.74,Lahore,Female,0
C001796,714,58,10,338140.23,2,0,0,555627.44,Peshawar,Male,0
C001797,829,46,4,387956.84,2,1,0,477229.43,Lahore,Male,0
C001798,483,50,8,134841.83,3,1,1,186591.21,Karachi,Male,0
C001799,615,52,0,30008.95,2,1,1,199849.58,Islamabad,Male,0
C001800,433,66,9,202923.63,3,1,1,237393.1,Karachi,Male,0
C001801,561,56,9,72336.58,1,1,0,209722.21,Karachi,Male,0
C001802,567,49,10,138620.56,2,1,1,179495.41,Karachi,Male,1
C001803,690,59,7,473422.75,1,0,1,461392.19,Peshawar,Female,0
C001804,586,65,2,423541.3,2,0,0,59034.99,Peshawar,Male,1
C001805,500,71,7,296231.92,3,1,0,447900.49,Karachi,Male,0
C001806,523,71,4,200628.35,3,1,1,501195.71,Lahore,Male,0
C001807,489,25,1,132165.18,3,1,1,76984.66,Karachi,Male,1
C001808,404,49,8,285729.14,3,0,1,74634.38,Islamabad,Male,0
C001809,490,52,3,266580.12,3,1,0,199859.73,Karachi,Male,0
C001810,423,44,6,390390.4,3,0,1,156651.82,Karachi,Male,0
C001811,484,35,7,464010.09,2,0,0,365434.86,Islamabad,Male,1
C001812,834,49,6,164468.65,2,1,1,418252.86,Karachi,Female,0
C001813,745,35,10,103148.56,1,0,1,395119.52,Karachi,Male,0
C001814,666,22,5,201399.81,4,0,0,240114.53,Islamabad,Male,0
C001815,758,64,6,218770.65,2,0,1,319102.79,Islamabad,Male,0
C001816,479,53,3,19935.14,2,1,0,398394.86,Islamabad,Female,0
C001817,581,62,9,430848.27,4,0,1,106878.71,Peshawar,Female,0
C001818,375,39,0,497796.17,4,1,1,168526.67,Lahore,Male,0
C001819,837,26,4,461604.35,1,0,1,538677.85,Karachi,Male,0
C001820,784,63,7,430332.49,1,0,1,231702.77,Karachi,Male,0
C001821,418,36,9,496300.15,3,0,1,488647.57,Karachi,Male,0
C001822,411,63,5,453904.22,1,0,0,180554.26,Karachi,Male,0
C001823,549,37,4,344183.81,1,0,1,63318.6,Lahore,Male,0
C001824,839,57,1,83378.32,4,1,1,320224.33,Karachi,Male,0
C001825,842,57,9,78175.06,2,1,0,539789.94,Lahore,Male,0
C001826,806,61,4,24389.87,3,0,1,498799.35,Karachi,Female,1
C001827,516,51,9,205915.43,1,0,0,181645.93,Lahore,Female,0
C001828,817,59,2,404412.04,4,0,1,549564.03,Islamabad,Male,0
C001829,465,44,1,245147.97,3,0,1,308640.9,Lahore,Female,0
C001830,720,32,2,183160.85,3,1,0,67439.44,Karachi,Male,1
C001831,488,46,3,54617.93,4,1,0,55637.79,Quetta,Male,0
C001832,581,66,1,25876.65,1,0,1,311663.69,Islamabad,Female,0
C001833,797,64,3,199589.57,1,1,0,345940.8,Lahore,Male,1
C001834,563,23,3,49962.69,1,0,1,84751.24,Lahore,Female,0
C001835,557,56,5,51774.09,1,0,0,556454.77,Lahore,Male,0
C001836,839,68,4,197674.21,3,1,0,442201.42,Karachi,Male,0
C001837,451,45,6,251421.73,2,1,0,488718.12,Karachi,Female,0
C001838,647,34,10,93341.44,3,0,0,367053.02,Lahore,Male,0
C001839,359,63,6,342317.84,3,0,0,411584.68,Lahore,Male,0
C001840,822,58,2,209346.0,4,0,1,257201.73,Karachi,Female,1
C001841,472,51,8,45961.27,3,1,1,420406.37,Karachi,Male,0
C001842,624,32,6,318517.06,1,0,0,587782.42,Karachi,Male,0
C001843,353,44,6,178472.41,4,1,1,402720.91,Peshawar,Female,0
C001844,816,67,1,26160.74,4,0,0,231314.88,Karachi,Male,0
C001845,608,49,9,473990.79,4,1,1,199733.91,Karachi,Female,0
C001846,558,50,2,285598.48,4,1,0,579473.73,Lahore,Female,0
C001847,747,36,2,238860.18,4,1,0,143601.29,Lahore,Male,0
C001848,615,66,5,429568.7,1,0,1,491470.1,Lahore,Male,0
C001849,611,24,3,468370.21,2,0,0,300546.88,Lahore,Female,0
C001850,636,30,3,110160.93,2,0,1,288505.46,Lahore,Male,0
C001851,380,29,0,405072.25,4,1,0,458621.16,Islamabad,Female,1
C001852,525,68,5,415539.96,2,1,0,122901.52,Karachi,Male,0
C001853,358,54,7,27201.4,3,1,0,301125.72,Lahore,Male,0
C001854,553,55,7,355972.06,2,1,1,60066.87,Quetta,Male,0
C001855,457,30,7,31483.94,3,1,0,415427.82,Karachi,Female,0
C001856,473,38,4,297336.62,1,1,1,72691.28,Karachi,Male,0
C001857,587,62,9,334618.39,4,1,1,88881.73,Karachi,Female,0
C001858,759,22,5,183529.34,3,0,1,513102.77,Karachi,Female,0
C001859,479,61,4,440393.75,1,1,1,288054.9,Karachi,Male,1
C001860,583,26,3,400255.85,1,1,0,152546.39,Karachi,Male,0
C001861,353,51,3,462979.86,4,1,0,371847.36,Karachi,Male,1
C001862,829,32,3,157444.76,2,1,0,330798.63,Lahore,Female,0
C001863,569,49,3,10763.9,1,1,0,270108.66,Karachi,Female,0
C001864,611,59,5,405730.63,2,0,1,547033.56,Islamabad,Male,0
C001865,379,38,5,111488.68,2,1,1,459696.48,Islamabad,Male,0
C001866,788,71,4,233578.02,2,1,1,124892.01,Lahore,Male,0
C001867,761,44,10,408660.59,3,1,0,359633.8,Quetta,Male,0
C001868,666,39,10,108067.59,2,0,1,89696.58,Islamabad,Male,0
C001869,426,58,8,155954.38,2,1,1,177006.22,Islamabad,Male,1
C001870,532,48,7,219539.99,1,1,0,549521.79,Karachi,Male,0
C001871,715,46,9,135912.43,4,0,0,298764.76,Islamabad,Male,0
C001872,641,26,5,230660.71,3,1,0,539579.42,Peshawar,Male,0
C001873,807,40,10,4798.32,2,1,0,132959.42,Karachi,Male,1
C001874,551,48,8,106093.99,4,0,0,154991.38,Islamabad,Male,0
C001875,738,34,4,416276.68,2,0,0,237581.84,Islamabad,Male,1
C001876,506,28,9,206740.98,2,0,0,245142.36,Karachi,Male,0
C001877,449,47,3,318202.88,1,1,1,457355.27,Lahore,Male,0
C001878,745,35,5,116143.96,4,1,1,375669.91,Karachi,Male,0
C001879,471,48,3,324939.33,1,1,1,349819.68,Karachi,Male,0
C001880,755,29,7,499986.93,1,1,0,377330.28,Karachi,Male,1
C001881,664,52,6,297643.82,2,1,0,450027.17,Lahore,Male,0
C001882,459,56,4,314179.28,2,0,1,539977.32,Lahore,Male,1
C001883,516,48,9,55759.91,2,1,0,272254.38,Peshawar,Male,0
C001884,479,25,5,201690.74,4,0,1,489638.53,Lahore,Male,0
C001885,619,63,10,430362.45,4,1,0,317254.25,Karachi,Male,0
C001886,487,25,6,417135.99,4,0,1,444363.82,Karachi,Female,0
C001887,525,39,1,261199.56,4,0,1,529901.32,Peshawar,Male,0
C001888,413,44,8,451727.07,2,1,0,58040.3,Lahore,Male,1
C001889,480,53,6,71468.51,2,0,0,346112.66,Islamabad,Male,0
C001890,677,33,7,329094.7,1,1,0,594053.15,Karachi,Male,0
C001891,537,41,4,124441.79,2,1,0,317885.67,Lahore,Male,0
C001892,814,68,2,322780.7,4,0,1,524010.06,Karachi,Male,1
C001893,801,66,1,43699.84,3,0,1,144103.92,Karachi,Male,0
C001894,626,33,1,471804.55,2,1,1,378400.77,Islamabad,Female,0
C001895,699,29,2,393166.02,4,1,1,527371.34,Lahore,Male,1
C001896,496,43,0,100480.78,1,1,1,281658.55,Karachi,Female,0
C001897,684,48,0,318638.28,2,1,1,312564.35,Islamabad,Female,0
C001898,369,62,6,379572.82,3,0,0,85930.03,Lahore,Female,0
C001899,663,62,9,104722.91,4,1,1,63616.37,Karachi,Female,0
C001900,391,38,10,46665.15,2,0,0,302476.65,Peshawar,Male,1
C001901,699,53,7,175889.88,4,1,1,512346.19,Karachi,Male,0
C001902,743,54,5,67877.17,3,1,0,561541.59,Islamabad,Male,0
C001903,756,52,6,282855.85,3,1,0,408845.68,Islamabad,Male,0
C001904,693,27,0,212057.45,1,0,1,502783.22,Karachi,Male,0
C001905,489,60,0,231212.17,3,0,0,451518.33,Lahore,Female,1
C001906,358,30,8,271431.74,2,0,1,432832.06,Karachi,Male,1
C001907,428,63,4,491026.07,3,1,0,470658.54,Lahore,Male,1
C001908,762,53,6,396317.83,2,1,1,322969.65,Islamabad,Female,0
C001909,687,57,5,314735.75,2,0,0,296445.34,Karachi,Male,0
C001910,497,37,3,181852.81,4,1,1,129120.37,Karachi,Male,0
C001911,542,33,0,13534.68,2,0,1,512536.58,Lahore,Male,0
C001912,608,62,3,58263.81,2,0,1,64983.77,Lahore,Female,0
C001913,485,24,9,365433.63,1,1,0,189768.71,Islamabad,Male,0
